UID,ALUMINUM_UNITS,COND_UNITS,DOC_UNITS,NITRATE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PTL_UNITS,SILICA_UNITS,AMMONIA_N_RESULT,COND_RESULT,DOC_RESULT,NITRATE_N_RESULT,NITRITE_N_RESULT,NTL_RESULT,PH_RESULT,PTL_RESULT,SILICA_RESULT
6714,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0097,156.2,3.1,0.002,0,0.306,8.33,14,1.795
6715,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0037,19.78,3.86,0.003,0,0.159,6.62,15,3.685
6716,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0083,235,7.57,0,0,1.268,8.65,107,10.292
6717,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.563,1893,15.3,0.023,0,1.831,8.62,81,14.254
6718,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,102.6,16.11,0.003,0,0.691,7.63,66,5.285
6719,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0082,645,5.24,0,0,0.463,9.03,27,7.105
6720,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,615,5.16,0,0,0.645,8.64,138,51.3
6721,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,38,14.39,0.004,0,0.558,6.33,31,2.72
6722,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,373,5.64,0,0,0.506,8.09,45,6.456
6723,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0098,102.5,14.75,0.002,0,6.544,6.69,1054,2.178
6724,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,68.4,5.42,0,0,0.353,6.66,23,1.831
6731,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,381,2.26,0,0,0.225,8.64,30,13.6
6735,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,340,6.24,0,0,1.014,8.31,181,14.166
6741,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0086,228,2.34,0.002,0,0.135,8.53,10,3.635
6742,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,2510,8.88,0,0,0.883,8.65,78,3.761
6744,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,376,4.4,0.097,0.003,0.899,8.7,79,4.134
6746,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,188.7,3.11,0.025,0,0.246,7.72,25,9.53
6747,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,157.8,3.68,0,0,0.245,8.42,10,1.401
6753,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.118,1339,15.37,0,0,1.48,9.59,110,15.656
6754,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,56.2,10.58,0.002,0,1.694,7.73,109,2.633
6755,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,429,5.18,0,0,1.38,8.52,397,19.181
6762,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,131.1,6.68,0,0,0.655,7.6,89,15.575
6768,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.029,267,4.67,0,0,1.271,8.26,241,11.53
6774,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.027,2870,17.16,0.003,0,1.808,8.8,62,4.43
6775,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.416,1197,6.34,0.07,0,1.103,8.09,137,28.376
6776,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.069,571,7,,,1.15,8.4,75,9.48
6777,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.034,311,4.25,0.02,0.004,0.89,7.84,81,3.222
6780,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.024,163,2.15,5.89,0.044,6.219,8.35,16,5.289
6781,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.042,144.2,5.98,1.25,0.003,2.13,7.92,455,10.441
6783,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,201,6.33,0.006,0,0.48,8.36,16,4.008
6789,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,334,3.4,0,0,0.401,8.35,18,0.745
6792,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,56.7,2.54,0.002,0,0.176,7.72,9,4.062
6793,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,451,4.79,0,0,0.445,9.53,21,0.871
6794,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,164.1,9.2,0.002,0,1.07,8.34,167,2.859
6795,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0094,81.8,1.62,0.002,0,0.135,8.45,29,18.212
6796,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,211,7.34,0.002,0,1.024,8.09,95,11.339
6797,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.034,370,15.46,0.003,0,9.5,8.59,3085,18.973
6798,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.074,31.4,18.19,0.015,0.001,0.395,6.82,26,3.174
6799,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.128,6720,35.26,0,0,3.195,8.52,355,5.135
6800,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,627,3.57,0.002,0,0.465,7.9,49,3.454
6804,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,384,6.32,0.002,0,0.688,8.74,42,23.793
6805,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,201,13.59,0.003,0,0.579,6.81,58,14.63
6806,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0092,46.1,2.4,0.002,0,0.193,7.6,26,6.577
6808,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.042,2010,18.36,0.002,0,1.735,8.67,167,7.296
6809,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,305,3.75,0.003,0,0.52,8.41,24,1.295
6812,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,44.5,6.48,0.004,0,0.414,6.48,27,1.107
6813,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0073,71.6,2.73,0.002,0,0.238,7.42,10,0.39
6815,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,812,4.12,0.002,0,0.623,8.3,46,4.388
6816,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.242,38,11.53,0.014,0.002,1.055,7.35,25,2.943
6818,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0072,18.62,2.86,0.002,0,0.191,7.19,9,1.128
6821,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.187,50470,105.31,0,0,13.413,9.61,3436,17.988
6823,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,61.8,3.83,0.004,0,0.471,8.1,93,23.498
6825,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0075,430,2.29,0.002,0,0.163,8.5,36,28.073
6826,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,35.1,6.25,0.002,0,0.641,7.6,41,0.211
6827,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,230,2.76,0.002,0,0.245,8.35,11,0.096
6829,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0098,8483,9.5,0,0,0.606,9.18,83,1.183
6830,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,304,4.06,0.002,0,0.368,9.24,28,5.814
6831,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0082,82,6.33,0.003,0,0.303,6.85,20,4.412
6832,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.05,63.9,3.02,0.04,,0.3,7.4,14,0.914
6833,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.08,31.8,3.83,0.04,,0.27,7,10,0.745
6834,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.024,28.2,5.07,0.135,0.002,0.396,6.61,16,5.281
6837,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0057,22,1.91,0.002,0,0.134,6.87,7,2.157
6838,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,177.9,5.5,0.002,0,1.495,8.29,227,17.644
6839,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,63.6,19.52,0.003,0,0.764,7.31,17,5.307
6840,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,284,7.55,0.002,0,2.245,8.66,208,3.119
6841,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.028,1429,16.38,0,0,2.75,8.74,254,34.774
6843,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.206,383,19.77,0.016,0,2.424,8.72,306,7.123
6848,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,252,5.14,0.002,0,0.696,8.38,33,5.843
6849,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,432,10.92,0.002,0,0.83,9.41,43,18.584
6851,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,341,5.73,0.002,0,0.643,8.49,68,1.885
6852,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.035,5520,29.36,0,0,2.508,9.35,840,6.334
6853,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.055,4060,32.43,0,0,3.775,8.89,322,7.07
6854,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0067,57.2,2.11,0.002,0,0.176,7.23,7,0.254
6856,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,1937,7.72,0.022,0,0.7,8.11,108,7.503
6858,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0065,80.9,2.21,0.002,0,0.133,7.36,6,1.711
6860,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,228,6.69,0.002,0,0.59,9.08,35,17.03
6865,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,1258,12.16,0.002,0,1.054,8.54,43,20.693
6866,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,250,6.07,0,0,1.278,8.93,401,16.183
6868,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.031,75.5,3.05,0.005,0.001,0.428,7.83,118,32.004
6869,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,1112,3.7,0.56,0,1.339,8.4,193,30.088
6870,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,30.8,18.97,0.013,0,0.383,6.89,28,7.027
6871,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.208,1190,15.66,0.133,0,1.931,8.59,709,3.719
6874,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.008,53,5.09,0,0,0.345,7.84,37,6.2
6875,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,313,5.15,0.002,0,0.314,8.23,48,7.798
6876,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,286,7.27,0,0,0.586,8.45,22,5.571
6877,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0092,238,4.08,0,0,0.658,8.89,63,6.734
6888,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.056,2550,24.64,0.002,0,1.901,8.81,103,6.93
6889,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0049,26.3,1.02,0.002,0,0.119,7.2,14,5.792
6905,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,96.2,5.31,0.002,0,0.611,7.62,77,7.891
6915,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.092,271,10.56,0.308,0.019,2.034,9.5,62,5.829
6918,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,132.4,5.75,0.002,0,1.948,9.14,427,7.093
6919,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,1461,1.82,0.26,,1.31,7.97,105,2
6923,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0068,390,3.38,0,0,0.353,8.36,17,1.97
6925,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0038,95.6,0.48,0.516,0.001,0.585,7.51,28,18.768
6926,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,592,6.99,0,0,2.023,8.6,265,20.94
6927,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,933,6.14,0.002,0,0.534,8.5,60,6.41
6929,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,168.5,4.24,0.002,0,0.33,7.58,18,1.328
6937,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0092,11.45,1.85,0.002,0.001,0.103,6.99,17,6.148
6939,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0092,249,3.67,0,0,0.486,8.5,44,6.035
6940,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,37.6,2.47,0.002,0.001,0.125,7.63,36,16.608
6944,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,373,2.82,0.002,0,0.208,8.92,20,4.946
6945,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.009,250,3.29,0.004,0.001,0.415,8.84,26,4.157
6946,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0049,35.2,1.35,0.002,0,0.07,7.28,13,6.016
6953,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,29.1,4.12,0.002,0,0.536,7.47,19,0.837
6958,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,39,4.49,0.002,0.001,0.329,7.65,34,7.368
6959,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,50.9,1.59,0.002,0,0.14,7.93,56,24.702
6963,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,802,4.1,0.031,0,0.344,8.54,41,7.316
6964,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.023,3920,16.79,0,0,1.901,8.99,91,23.604
6966,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,344,3.07,0.003,0,0.285,8.74,21,3.416
6967,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,383,2.4,0.299,0.006,0.596,7.93,24,5.639
6968,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,92.5,3.39,0.002,0.001,0.218,7.88,6,1.158
6969,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,185.3,7.4,1.49,0.001,2.698,8.01,820,13.981
6970,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0072,34.3,1.8,0.002,0,0.104,7.63,41,10.384
6971,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0055,106.3,3.19,0.002,0,0.553,8.68,201,35.371
6976,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,35.1,1.41,0.005,0.001,0.071,7.49,25,11.412
6977,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.073,431,7.04,0.026,0,1.418,8.55,240,46.591
6981,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.053,1567,17.89,0.011,0,1.615,8.72,89,11.217
6983,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,58.1,2.05,0.002,0.001,0.099,7.77,25,13.83
6984,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,104.7,4.21,0.028,0.003,0.348,8.06,9,0.322
6991,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,451,1.49,0.002,0,0.106,8.46,22,6.711
6992,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0066,153,4.05,0.002,0,0.3,9.33,20,5.406
6999,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0063,648,3.09,0.002,0,0.146,8.39,15,4.268
7000,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.186,843,9.76,0.237,0,1.559,7.79,1528,24.243
7001,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.024,759,5.93,0.234,0.002,0.958,8.54,36,3.162
7002,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,747,7.09,0,0,0.659,8.44,51,10.271
7004,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.022,473,8.55,0.002,0,0.568,8.43,22,5.039
7005,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,401,10.69,0.002,0,1.085,8.62,25,1.284
7006,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.026,1732,18.93,0.002,0,1.805,9.44,44,2.746
7017,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.028,267,5.29,0.002,0,0.699,8.63,22,1.494
7020,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0187,197,6.64,0.005,,0.488,7.55,25.3,1.2
7021,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0085,18.37,0.94,0.003,0,0.073,7.19,19,7.859
7022,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,688,18.96,0,0,1.62,9.1,42,1.708
7023,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,1160,3.63,0.05,,1.11,8.12,344,9.54
7026,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.046,98.1,3.5,0.005,0,0.254,7.69,52,7.683
7027,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,56.3,1.95,0.002,0,0.186,7.67,32,9.554
7028,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,1680,2.77,0.05,,0.97,7.98,71,21.1
7039,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.105,891,12.46,0.008,0,1.978,8.69,545,30.521
7041,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,219,5.41,0.002,0,0.86,8.58,50,6.323
7042,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,187.5,2.81,0.004,0,0.401,9.03,18,6.297
7043,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,43.3,5.59,0.003,0,0.313,7.04,7,0.162
7052,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,20.4,7.33,0.002,0,0.744,7.03,45,0.195
7053,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,58.6,9.34,0.004,0,0.561,7.22,114,4.514
7054,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.024,121.2,5.94,0.002,0.001,0.875,7.89,146,25.776
7055,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,78.8,4.31,0.002,0,0.279,7.46,12,1.703
7056,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.042,169.5,2.51,0.022,0.001,0.308,8.32,12,5.401
7057,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,400,2.02,0.005,0,0.211,8.68,23,7.135
7058,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.048,354,2.35,0.461,0.006,0.688,8.04,38,9.637
7059,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,944,8.27,0.05,,3.28,8.43,490,11.5
7061,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.329,1169,5.59,0.236,0,1.31,8.15,91,46.054
7062,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.031,1808,19.58,0,0,3.55,8.81,316,46.221
7063,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.033,107.9,12.44,0.078,0.004,1.356,8.06,130,5.088
7064,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0028,60,1.69,0.0056,,0.127,7.9,4.1,9.85
7065,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.034,860,15.79,0,0,1.314,9.07,29,0.388
7067,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.032,2190,20.25,0.002,0,2.336,8.88,302,39.19
7068,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.028,3340,28.46,0,0,3.125,9.06,99,21.001
7086,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0056,145.1,2.61,0.003,0,0.195,8.32,8,3.119
7088,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,207,4.89,0.008,0,0.48,8.77,64,11.749
7089,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.005,305,2.46,0.002,0,0.196,8.52,36,6.83
7091,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,121.4,4.33,0.073,0.002,0.825,7.94,48,10.556
7092,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,39.1,20.45,0.004,0,0.679,4.41,36,2.492
7094,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.087,120.4,5.99,0.004,0,0.803,7.47,96,6.25
7095,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,68,5.97,0.002,0,0.538,7.24,80,20.82
7096,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0035,71.1,2.64,0,0,0.216,7.99,5,1.763
7097,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,383,3.53,0.002,0,0.283,8.57,51,29.008
7100,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0023,37.3,1.27,0,0,0.034,7.63,25,18.749
7102,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,22.2,2.67,0.002,0,0.244,7.43,14,0.851
7103,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0079,274,6.2,0,0,0.604,8.58,15,0.76
7104,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0076,19.78,6.83,0.004,0,0.388,6.96,20,5.1
7105,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,180.7,7.59,0,0,2.745,8.72,185,1.182
