"SITEID_12","SITEID_07","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC2","HUC8","ECO3","ECO3_2015","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol"
"NLA12_OH-106","NLA06608-0031",39.77597099,-81.52247236,24.24931458,8.1,5.281604947,241.93,5,5030201,70,70,"Region_5",292,4920,448,21,1601,8.42,25.0339743589744,5.85124183006536
"NLA12_OH-107","NLA06608-0623",41.05750722,-81.34450481,424.6547659,4.2,35.35791925,328.39,4,4110002,61,61,"Region_5",321,5750,1949,128,11478,8.83,23.7526923076923,6.15745098039216
"NLA12_OH-112","",41.23823423,-83.02039327,46.6216884,7.9,2.677414295,226.89,4,4100011,57,57,"Region_5",291,4430,520,26,2015,8.63,25.1639743589744,6.12143790849673
"NLA12_OH-113","",40.76004634,-81.10117086,8.113327045,3.2,1.251043992,331.22,5,5040001,70,70,"Region_5",157.1,5390,1778,164,6399,7.89,19.4755128205128,5.90509803921569
"NLA12_OH-115","",39.65347461,-82.47378134,47.7415983,7.3,5.812217902,240.23,5,5030204,70,70,"Region_5",210,2590,234,9,3585,8.13,23.4333333333333,5.95084967320261
"NLA12_OH-118","",40.70340664,-83.37874497,102.7107705,5.2,3.907383985,269.65,4,4100011,55,55,"Region_5",329,1875,173.5,9.5,1822,8.16,25.8455128205128,6.05882352941176
"NLA12_OH-122","",39.66169251,-84.64620693,7.121802446,3.9,1.538259065,287.29,5,5080002,55,55,"Region_5",315,6520,1475,109,3708,8.86,22.7589743589744,5.96529411764706
"NLA12_OH-127","NLA06608-4884",39.05604224,-82.69067345,65.08673406,12,9.755374895,211.53,5,5060002,70,70,"Region_5",100.7,2980,208,8,3202,7.77,16.8615384615385,5.95084967320261
"NLA12_OH-134","",40.17663921,-84.26522022,15.31624221,2.6,3.348015909,275.41,5,5080001,55,55,"Region_5",537,6350,1395,289,8702,8.44,27.1166666666667,6.08464052287582
"NLA12_OH-136","",41.11051556,-82.08387214,21.02137219,2.3,3.045429256,257.95,4,4110001,61,61,"Region_5",180.7,7590,2745,185,1182,8.72,28.19525,-0.242941176470588
"NLA12_OH-137","NLA06608-4119",41.05566632,-81.54576139,34.55700602,12.5,3.20810299,293.92,5,5040001,61,61,"Region_5",724,5140,845,41,3536,9.06,24.043717948718,6.15745098039216
"NLA12_OK-101","NLA06608-1868",34.95361555,-96.71815923,533.1240464,7.8,26.92222259,281.09,11,11090202,29,29,"Region_6",1283,4275,1195,67,2185,8.265,68.8035897435897,6.24915032679739
"NLA12_OK-102","NLA06608-1372",35.19672054,-98.48298246,1546.242046,5,58.4514923,408.86,11,11130302,27,27,"Region_6",495,6040,2120,128,869,8.45,25.6205128205128,6.38058823529412
"NLA12_OK-103","NLA06608-0120",36.15061114,-96.43967025,10136.04452,16.5,455.2371715,220.49,11,11050003,29,29,"Region_6",1461,1820,1310,105,2000,7.97,26.4974358974359,6.29692810457516
"NLA12_OK-104","NLA06608-0376",36.38379515,-96.26625326,4212.857956,13,292.9479637,217.74,11,11070107,29,29,"Region_6",274,4550,560,5,3910,7.73,23.4089743589744,6.29692810457516
"NLA12_OK-105","NLA06608-4472",35.49939033,-97.67805883,637.1498901,1.7,11.38346788,378.73,11,11100301,27,27,"Region_6",1160,3630,1110,344,9540,8.12,28.3,6.30281045751634
"NLA12_OK-106","NLA06608-4056",36.11465874,-98.59889361,3254.786291,3.5,57.0480711,492.49,11,11100301,27,27,"Region_6",1680,2770,970,71,21100,7.98,27.6512820512821,6.49993464052288
"NLA12_OK-107","NLA06608-0332",35.75411523,-94.91494418,5210.838212,9.6,230.2224731,182.13,11,11110103,38,39,"Region_6",168,2400,620,5,429,8.19,28.4987179487179,6.24888888888889
"NLA12_OK-108","NLA06608-0268",35.52319529,-96.31116548,285.7856406,5.7,23.15549325,236.95,11,11100303,29,29,"Region_6",229,5610,560,5,1600,7.44,25.6871794871795,6.23562091503268
"NLA12_OK-109","NLA06608-0824",36.70544343,-96.4191085,325.3718103,4.6,25.52216396,266.81,11,11070107,28,28,"Region_6",263,3880,690,30,6950,7.82,26.6,6.29692810457516
"NLA12_OK-117","NLA06608-0972",35.52878479,-98.02611684,28.6262314,1,3.90633923,418.38,11,11100301,27,27,"Region_6",944,8270,3280,490,11500,8.43,28.4,6.38058823529412
"NLA12_OK-118","NLA06608-1564",35.17438787,-99.07748881,141.5132383,2.5,12.45807696,499.88,11,11120303,27,27,"Region_6",585,9430,1710,190,2220,7.76,22.3589743589744,6.50934640522876
"NLA12_OK-119","NLA06608-0856",34.28477821,-97.17097192,160.7371379,7.5,13.29748652,245.42,11,11130303,29,29,"Region_6",252,5740,1180,17,5780,7.92,25.3702564102564,6.3162091503268
"NLA12_OK-120","NLA06608-4504",36.82300133,-96.04758798,103.4516931,5.2,10.05283275,230.56,11,11070106,29,29,"Region_6",179,6640,650,30,3520,7.11,27.1564102564103,6.29692810457516
"NLA12_OK-121","NLA06608-0012",35.99293158,-96.87367696,177.657303,2.8,13.50645224,255.6,11,11050003,27,27,"Region_6",344,7330,1090,119,10500,7.56,26.3475641025641,6.23562091503268
"NLA12_OK-122","NLA06608-1524",34.37372835,-98.33928249,51.21724256,2.2,3.924952389,310.31,11,11130202,27,27,"Region_6",524,6780,1050,67,3340,8.06,22.1474358974359,6.33738562091503
"NLA12_OK-132","NLA06608-4382",34.72904176,-97.77302237,14.49195965,2.6,3.049528737,354.89,11,11130303,29,29,"Region_6",339,8420,870,5,4430,8.38,29.5523076923077,6.3162091503268
"NLA12_OK-133","NLA06608-1336",36.38726912,-96.8232291,9.518964705,1.5,1.575457278,277.48,11,11060006,27,27,"Region_6",379,9380,2190,142,12000,7.72,28.7070512820513,6.29692810457516
"NLA12_OK-134","",36.93107268,-96.1029813,1245.389041,3.7,64.01190009,223.61,11,11070106,29,29,"Region_6",286,4880,950,87,5490,8.16,27.4538461538462,6.29692810457516
"NLA12_OK-135","",35.41220255,-95.92927589,204.276484,6,14.93936999,201.28,11,11100303,29,29,"Region_6",94.9,6110,1630,150,11500,6.82,26.3551282051282,6.27673202614379
"NLA12_OK-285","",34.67080796,-96.65199926,6.885148181,4.7,1.333006421,254.51,11,11140104,29,29,"Region_6",399,10800,1290,32,6400,7.58,24.910641025641,6.24915032679739
"NLA12_OK-286","",36.39702172,-97.27510708,3.003753759,1,0.635368412,293.53,11,11060006,27,27,"Region_6",648,16700,6940,2150,16800,7.42,25.5153846153846,6.38222222222222
"NLA12_OK-288","",34.22797787,-96.41805312,5.123740445,4,0.917673093,212.74,11,11140102,35,35,"Region_6",105,8310,810,7,1550,8.36,30.4525641025641,6.24915032679739
"NLA12_OK-291","",35.45432098,-94.98689489,175.5528673,1.3,14.82863643,143.05,11,11110104,37,37,"Region_6",309,8060,1650,188,6080,7.69,30.4075641025641,6.24888888888889
"NLA12_OK-292","",34.6436102,-97.85282397,40.78295751,1.5,4.438349325,363.43,11,11130303,29,29,"Region_6",959,12000,2850,209,12600,7.46,29.5766666666667,6.3162091503268
"NLA12_OK-293","",35.44629551,-99.28949259,10.13010183,2,1.380324657,552.54,11,11130302,27,27,"Region_6",587,18900,2800,834,9570,8.78,24.4208974358974,6.50934640522876
"NLA12_OK-296","",35.17758601,-96.36676849,3.40241209,1.3,1.007169131,230.81,11,11100302,29,29,"Region_6",284,15600,3140,327,3650,8.53,30.2474358974359,6.23562091503268
"NLA12_OK-299","",35.15514114,-94.98833478,4.020646732,13.85,0.960952211,152.43,11,11110104,37,37,"Region_6",621.5,3815,590,8.5,3920,8.29,18.1653205128205,6.24888888888889
"NLA12_OK-302","",36.66779936,-96.99672664,18.41034509,5.5,2.683550143,307.32,11,11060001,27,27,"Region_6",272,7240,850,24,820,8.09,27.2602564102564,6.29692810457516
"NLA12_OK-306","",35.83096575,-97.27012902,6.682644404,3.1,0.988137991,309.5,11,11100303,29,29,"Region_6",440,7980,570,5,4560,8.12,30.8073076923077,6.30281045751634
"NLA12_OK-311","",34.97670154,-95.3476266,12.54564974,5.5,1.955703195,224.14,11,11110105,37,37,"Region_6",56.6,6680,790,19,6780,6.48,21.4884615384615,6.24013071895425
"NLA12_OK-R01","NLA06608-4610",34.49007432,-96.98402642,26.76327525,9.1,3.276844059,294.2,11,11130303,29,29,"Region_6",359,5370,594,28,1730,8.37,18.7064102564103,6.24915032679739
"NLA12_OK-R09","NLA06608-0756",34.51995876,-97.81886031,81.00411516,6.5,5.806194781,329.89,11,11130303,29,29,"Region_6",465,6910,838,46,2403,8.69,23.3423076923077,6.3162091503268
"NLA12_OR-101","NLA06608-0677",42.77430894,-118.4442146,89.8369153,4.3,3.884895593,1272.22,17,17120009,80,80,"Region_10",542,10660,839,332,34793,8.76,16.7575,6.72875816993464
"NLA12_OR-102","NLA06608-0306",43.41399799,-119.4104723,107.8297854,3.3,11.28290806,1268.55,17,17120004,80,80,"Region_10",282,7130,1199,452,59013,8.24,21.2846153846154,6.58555555555556
"NLA12_OR-103","NLA06608-1894",44.011243,-121.742747,97.254939,3.45,9.99723,1655.84,17,17070301,4,4,"Region_10",23.7,595,89,65.5,22467.5,7.465,15.5538461538462,6.38980392156863
"NLA12_OR-104","NLA06608-1190",44.09296976,-123.2760913,3230.278628,5.5,44.53657691,115.1,17,17090003,3,3,"Region_10",56.3,1950,186,32,9554,7.67,27.0017948717949,5.81967320261438
"NLA12_OR-105","NLA06608-0881",44.68126963,-118.0520874,911.8180094,12.8,25.12405702,1241.7,17,17050203,11,11,"Region_10",87.6,2410,288,48,13233,8.44,22.7102564102564,6.41522875816993
"NLA12_OR-106","NLA06608-0870",44.31314071,-122.0454265,63.69158062,41.6,6.143979584,795.16,17,17090004,4,4,"Region_10",48.8,300,16,62,28907,7.66,10.5589743589744,5.93862745098039
"NLA12_OR-107","NLA06608-2450",43.63193717,-124.1791887,14.48410414,14.8,1.894197014,68.29,17,17100304,1,1,"Region_10",82.6,2010,173,18,11717,7.55,NA,6.02601307189542
"NLA12_OR-109","NLA06608-0934",43.73000902,-122.0435795,2443.702474,52.6,35.51066091,1651.51,17,17090001,4,4,"Region_10",3.06,510,29,9,657,6.23,11.749358974359,6.22653594771242
"NLA12_OR-110","NLA06608-0614",43.37681333,-123.2640104,52.66160395,16.5,7.412997775,207.02,17,17100301,78,78,"Region_10",206,2920,195,21,10425,8.02,16.7538461538462,5.9843137254902
"NLA12_OR-111","NLA06608-1445",42.91786524,-118.8540185,278.6812204,1,7.717652484,1267.15,17,17120003,80,80,"Region_10",383,19770,2424,306,7123,8.72,23.825,6.72875816993464
"NLA12_OR-112","NLA06608-0933",43.93094187,-118.1543661,716.7880851,8.6,14.75749133,1019.15,17,17050116,11,11,"Region_10",123.4,2780,348,125,49499,8.72,23.8820512820513,6.62287581699346
"NLA12_OR-113","NLA06608-2082",42.15782464,-122.6076343,256.4946697,23.4,16.8467133,684.22,17,17100308,78,78,"Region_10",117.7,2960,213,25,14592,8.13,19.1194871794872,6.64496732026144
"NLA12_OR-121","",44.39992585,-121.8013897,5.781103436,7.05,1.319753865,1302.21,17,17070301,4,4,"Region_10",44.6,3315,223,39.5,17823.5,7.76,17.9869391025641,6.38980392156863
"NLA12_OR-123","",42.13001338,-122.4782769,4.404309171,11.3,1.074843256,1344.3,18,18010206,4,4,"Region_10",72.5,1990,191,37,14784,7.94,16.6541025641026,6.64496732026144
"NLA12_OR-126","",44.83363547,-121.8137759,14.72003292,20,1.500471325,1299.71,17,17090011,4,4,"Region_10",22.9,1140,130,26,11235,7.46,13.6871794871795,6.38980392156863
"NLA12_OR-128","NLA06608-3750",43.56495608,-121.9830847,1389.761194,53.7,20.47177192,1460.42,17,17070301,4,4,"Region_10",35.2,1180,170,23,1756,7.44,12.2833333333333,6.57738562091503
"NLA12_OR-129","",43.85416637,-124.1467548,13.43488896,9,3.356220124,19.36,17,17100207,1,1,"Region_10",117,2680,171,20,14199,7.84,19.2525641025641,6.02601307189542
"NLA12_OR-131","NLA06608-0534",44.54893671,-123.3427366,39.04864208,2.1,3.962036653,90.61,17,17090003,3,3,"Region_10",219,7120,625,197,4895,7.84,18.875,5.81967320261438
"NLA12_OR-133","",43.59526826,-123.2788429,14.30226557,2.9,2.011877518,108.12,17,17100303,78,78,"Region_10",28.2,3220,160,20,3037,6.71,16.99,5.9843137254902
"NLA12_OR-144","",43.76442253,-122.0086406,1.981482548,1.6,0.523522078,1668.59,17,17090001,4,4,"Region_10",3.31,2790,296,17,1534,6.19,20.775,6.22653594771242
"NLA12_OR-145","",43.50524621,-124.2304141,45.0475324,2.7,8.521031034,12.09,17,17100304,1,1,"Region_10",73.5,4710,181,12,3164,7.59,20.1876923076923,6.02601307189542
"NLA12_OR-154","",44.36264218,-117.6939324,202.3922687,8.4,10.92331334,1026.83,17,17050119,11,11,"Region_10",527,6740,578,288,32290,8.78,22.225641025641,6.54633986928105
"NLA12_OR-155","",42.41052213,-122.7698835,70.564614,10.9,4.23591425,461.22,17,17100307,78,78,"Region_10",117.2,4590,411,51,28131,9.19,22.674358974359,6.64496732026144
"NLA12_OR-158","",45.56535236,-122.5630011,6.128676943,1.5,1.238838865,2.58,17,17090012,3,3,"Region_10",205,1060,3125,187,52064,8.13,19.3320512820513,5.63751633986928
"NLA12_OR-160","",43.81091778,-121.9093017,3.886327545,2.7,1.003572874,1534.99,17,17070301,4,4,"Region_10",12.5,2040,245,30,13696,7.18,21.6833333333333,6.57738562091503
"NLA12_OR-163","",45.03695777,-122.265382,2.823431316,2.1,0.72034364,1240.43,17,17090009,4,4,"Region_10",24.5,2340,208,9,1434,7.3,15.875641025641,5.63751633986928
"NLA12_OR-167","",46.10040452,-123.9286129,15.00053017,5.2,3.587017194,8.09,17,17100201,1,1,"Region_10",224,4210,480,117,19828,7.73,16.7333333333333,5.27967320261438
"NLA12_OR-169","",43.96521803,-122.6839683,709.5293381,43.1,33.89105153,255.3,17,17090001,3,3,"Region_10",37.3,1270,34,25,18749,7.63,17.4461538461538,6.22653594771242
"NLA12_OR-173","",44.77856094,-121.7858008,6.465988774,5,1.677101279,1621.21,17,17070306,4,4,"Region_10",2.82,1330,83,4,1252,6.32,13.7815384615385,6.38980392156863
"NLA12_PA-101","NLA06608-0514",40.360507,-78.10970726,3347.381141,23.2,191.6380497,239.41,2,2050303,67,67,"Region_3",183.95,3140,850,17.5,3181.5,8.15,17.6547435897436,5.47320261437909
"NLA12_PA-102","NLA06608-1145",40.1117666,-75.8615303,63.19607659,4.5,3.830792139,186.74,2,2040205,64,64,"Region_3",187.8,6800,2080,83,1350,8.4,19.67,5.46228758169935
"NLA12_PA-103","NLA06608-1637",41.69578514,-75.13281395,20.12664126,8.2,1.811924217,384.84,2,2040101,60,60,"Region_3",62.2,4910,850,35,914,8.6,18.6,5.38124183006536
"NLA12_PA-105","NLA06608-0405",41.97143708,-75.87981792,12.61952818,4.1,1.39942886,408.87,2,2050101,60,60,"Region_3",52.7,3110,250,11,5127,7.8,24.7625,5.38124183006536
"NLA12_PA-106","NLA06608-1465",40.86163552,-75.61191223,448.9603055,25.4,37.73801088,272.8,2,2040106,67,67,"Region_3",64.8,1920,560,7,1714,7.4,16.355652173913,5.46228758169935
"NLA12_PA-107","NLA06608-0765",40.16178738,-79.05238419,18.170257,2.7,3.573713778,551.86,5,5010007,69,69,"Region_3",127,2820,960,41,6985,7.5,18.0179487179487,5.61575163398693
"NLA12_PA-108","",40.15293661,-74.79768626,397.2058615,7.155,17.36177736,2.57,2,2040201,63,63,"Region_3",296,3570,525,26.5,2066,8.55,25.6020032051282,5.4340522875817
"NLA12_PA-109","",41.34409259,-76.28316084,102.1447463,3.1,8.893160126,677.12,2,2050107,62,62,"Region_3",31.8,3830,270,10,745,7,NA,5.43849673202614
"NLA12_PA-110","",41.72867632,-75.69455486,14.54417692,2.2,1.612666693,380.19,2,2050106,60,60,"Region_3",68.8,6250,800,77,1947,7.5,25.9625,5.38124183006536
"NLA12_PA-111","",41.23632668,-79.65610085,101.6901803,6.1,6.310322244,420.82,5,5010003,70,70,"Region_3",129.6,5400,740,36,2662,9,23.6807692307692,5.56581699346405
"NLA12_PA-113","NLA06608-4938",41.62272558,-80.30498498,373.9032105,12.8,11.46246406,327.01,5,5010004,61,61,"Region_3",200,4150,310,13,1808,8.2,18.6576923076923,5.78326797385621
"NLA12_PA-114","",41.63094162,-75.54850707,54.95462004,8.4,4.61443759,500.32,2,2050106,60,60,"Region_3",84.6,3520,270,5,897,7.8,21.4555555555556,5.38124183006536
"NLA12_PA-115","",40.99943137,-80.49312977,10.5763192,3.4,1.925789766,337.25,5,5030103,61,61,"Region_3",449,3650,390,17,815,8.4,NA,5.76084967320261
"NLA12_PA-117","",40.92316393,-75.16195457,1.628948681,1.4,0.555233546,226.32,2,2040105,67,67,"Region_3",101.6,5050,780,52,439,7.5,25.75,5.46228758169935
"NLA12_PA-118","",41.28167082,-75.48540368,28.1537761,4.2,2.242603732,579.2,2,2050107,62,62,"Region_3",63.9,3020,300,14,914,7.4,20.875,5.38124183006536
"NLA12_PA-119","",40.15803635,-78.97299781,334.093423,17,16.39711176,495.15,5,5010007,69,69,"Region_3",287,2190,700,5,3056,8,21.2910256410256,5.47320261437909
"NLA12_RI-102","NLA06608-2418",41.56342191,-71.48058008,63.79548548,1.05,5.982381012,14.73,1,1090004,59,59,"Region_1",169.95,3715,323,21.5,3010.5,7.59,27.550641025641,5.62418300653595
"NLA12_RI-103","NLA06608-0690",41.989894,-71.596922,24.341819,3.8,2.422701,75.77,1,1090003,59,59,"Region_1",143.2,4300,283,20,3732,7.13,25.8230769230769,5.62418300653595
"NLA12_RI-104","NLA06608-3698",41.89149766,-71.68263866,93.75240405,2.1,9.556278008,128.76,1,1090003,59,59,"Region_1",82,6330,303,20,4412,6.85,23.3461538461538,5.62418300653595
"NLA12_RI-108","",41.7095419,-71.63385271,251.6739242,2.4,29.94209757,75.75,1,1090004,59,59,"Region_1",94.4,4340,291,16,1509,7.12,28.2051282051282,5.62418300653595
"NLA12_RI-110","",41.51503632,-71.58907041,1.922058172,2.2,0.531173592,35.93,1,1090005,59,59,"Region_1",39.1,20450,679,36,2492,4.41,21.4846153846154,5.62418300653595
"NLA12_RI-111","",41.77464309,-71.44686035,7.17074942,4.35,1.285880491,7.67,1,1090004,59,59,"Region_1",383.5,2475,486,30.5,6337,7.85,25.3889423076923,5.62418300653595
"NLA12_RI-112","NLA06608-1202",41.83856383,-71.60512175,83.56749967,1.6,8.024377064,87.75,1,1090004,59,59,"Region_1",115.8,4250,583,47,2772,6.91,27.5,5.62418300653595
"NLA12_RI-113","",41.45016196,-71.5139586,4.977112556,2.1,0.886778003,33.22,1,1090005,59,59,"Region_1",198.6,6140,601,29,4487,6.97,24.1858974358974,5.62418300653595
"NLA12_SC-102","NLA06608-0002",33.03614283,-79.984084,14.70694315,2.6,1.7464941,4.9,3,3050201,63,63,"Region_4",42.3,14090,779,44,7176,6.26,24.2769230769231,5.74529411764706
"NLA12_SC-103","NLA06608-0831",35.06216037,-82.69528294,183.8848436,29.25,12.00407375,380.96,3,3050109,66,66,"Region_4",14.015,1195,69,18,10498.5,6.935,15.9871794871795,5.6016339869281
"NLA12_SC-104","",34.35717311,-81.7628833,4.839322285,1.95,1.056025232,162.83,3,3050109,45,45,"Region_4",36.1,13005,1034,66.5,2089.5,6.54,27.595641025641,-0.579346405228758
"NLA12_SC-105","",34.00001889,-80.9279379,5.577278163,2.6,1.220477395,67.95,3,3050110,65,65,"Region_4",36.8,3180,838,61,1755,7.29,26.3794871794872,-0.672614379084967
"NLA12_SC-106","NLA06608-2009",35.1098162,-81.98461692,76.65414285,5.3,11.73822064,236.89,3,3050105,45,45,"Region_4",45.8,2070,238,37,12746,7.57,28.0461538461538,-0.656535947712418
"NLA12_SC-108","",33.57494811,-81.88510289,6.751048781,2.5,1.460622831,74.77,3,3060106,65,65,"Region_4",23.2,2630,498,32,3914,6.57,25.0282051282051,-0.700392156862745
"NLA12_SC-118","NLA06608-3586",33.46313824,-80.3893452,35614.05387,4.8,707.9571422,23.16,3,3050111,65,65,"Region_4",119.2,3530,349,51,13084,7.67,29.6576923076923,2.49209150326797
"NLA12_SC-127","",32.94279129,-80.41743994,34.97196049,2.4,4.13277248,9.15,3,3050205,63,63,"Region_4",46.7,6200,630,25,539,7.15,30.7025641025641,2.8221568627451
"NLA12_SD-101","NLA06608-0243",44.64709591,-100.7008666,125497.4158,27.05,3520.774062,490.37,10,10130105,43,43,"Region_8",755.5,3780,311.5,28,6343.5,8.43,16.5929765886288,6.16562091503268
"NLA12_SD-102","NLA06608-1511",45.53499061,-98.61510704,191.7548004,5.5,16.43896758,414.2,10,10160003,46,46,"Region_8",1190,15660,1931,709,3719,8.59,23.348717948718,5.97666666666667
"NLA12_SD-103","NLA06608-0343",44.87790723,-96.63402874,427.2452702,2.8,11.53423062,530.52,7,7020003,46,46,"Region_8",1433,13460,1891,67,6259,8.85,22.4,5.92143790849673
"NLA12_SD-104","NLA06608-0295",45.18757228,-97.63194667,18.43116769,6.2,1.593375145,532.26,10,10160010,46,46,"Region_8",1259,13770,1329,119,19999,8.71,17.5974358974359,5.83993464052288
"NLA12_SD-105","NLA06608-1811",45.85351959,-99.256675,146.6317536,4,10.11767995,583.89,10,10130106,42,42,"Region_8",1855,14590,1895,100,21295,8.92,25.0538461538462,5.97666666666667
"NLA12_SD-106","NLA06608-0471",45.44012115,-97.26227214,857.1951295,7.4,20.06849226,564.78,10,10160010,46,46,"Region_8",384,6320,688,42,23793,8.74,21.4692307692308,5.83993464052288
"NLA12_SD-107","NLA06608-0979",43.76821042,-103.5171508,45.95914066,6.4,5.401232139,1581.8,10,10120109,17,17,"Region_8",382,8130,804,39,13656,8.95,20.7653846153846,6.42862745098039
"NLA12_SD-108","NLA06608-0851",45.77202719,-99.64103628,57.76213289,3,5.801237972,562.5,10,10130106,42,42,"Region_8",3410,7670,1023,57,11893,8.27,25.4,5.97666666666667
"NLA12_SD-109","NLA06608-2123",44.32793752,-97.11673425,20.86728463,2.2,1.887905117,536.68,10,10170201,46,46,"Region_8",2040,14080,2259,501,24760,8.71,20.1,6.05928104575163
"NLA12_SD-110","NLA06608-0807",45.45326699,-97.66893772,23.02534933,7.5,2.620295629,533.4,10,10160010,46,46,"Region_8",2010,18360,1735,167,7296,8.67,22.2846153846154,5.83993464052288
"NLA12_SD-111","NLA06608-0727",45.63874257,-97.34186672,29.231901,3.5,2.196158249,559.28,10,10160010,46,46,"Region_8",1228,17990,3881,162,36831,8.84,24.3,5.83993464052288
"NLA12_SD-114","NLA06608-0503",43.57475963,-97.0587407,20.7698058,1.5,1.745958758,485.13,10,10170102,46,46,"Region_8",2790,18750,3031,144,86,8.73,21.25,6.15732026143791
"NLA12_SD-115","",42.72586493,-96.80951269,15.62094014,1.05,3.761421402,341.86,10,10170101,47,47,"Region_8",1145.5,17445,3670,240.5,17442.5,8.555,22.0174358974359,6.21993464052288
"NLA12_SD-119","",43.18429344,-104.0197793,15.18813017,2,2.196261863,1163.59,10,10120106,43,43,"Region_8",5850,16500,2238,390,2676,9.85,23.4,6.51411764705882
"NLA12_SD-122","",45.83652227,-97.52514003,5.524331698,1.7,0.96594626,540.08,9,9020105,46,46,"Region_8",1758,17360,2421,147,18881,8.6,20.5512820512821,5.83993464052288
"NLA12_SD-124","",45.87066253,-103.7050696,2.616327031,2.1,0.824768285,955.26,10,10130302,43,43,"Region_8",287,19870,2693,236,12694,8.09,18.4538461538462,6.26150326797386
